 ,Area,Mean,Min,Max,X,Y
76,0,80,80,80,719.500,174.500
77,0,78,78,78,762.500,134.500
78,0,79,79,79,791.500,155.500
79,0,82,82,82,836.500,157.500
80,0,85,85,85,858.500,120.500
81,0,79,79,79,850.500,98.500
82,0,80,80,80,825.500,70.500
83,0,82,82,82,871.500,58.500
84,0,82,82,82,895.500,40.500
85,0,73,73,73,867.500,8.500
86,0,80,80,80,915.500,8.500
87,0,80,80,80,939.500,49.500
88,0,78,78,78,945.500,82.500
89,0,79,79,79,986.500,92.500
90,0,80,80,80,993.500,108.500
91,0,77,77,77,934.500,104.500
92,0,80,80,80,893.500,101.500
93,0,76,76,76,951.500,128.500
94,0,73,73,73,974.500,34.500
95,0,81,81,81,904.500,159.500
96,0,78,78,78,929.500,184.500
97,0,78,78,78,963.500,170.500
98,0,82,82,82,733.500,211.500
99,0,80,80,80,759.500,180.500
100,0,83,83,83,789.500,201.500
101,0,81,81,81,835.500,185.500
102,0,80,80,80,826.500,221.500
103,0,79,79,79,855.500,235.500
104,0,78,78,78,898.500,216.500
105,0,77,77,77,943.500,249.500
106,0,80,80,80,952.500,289.500
107,0,77,77,77,993.500,325.500
108,0,80,80,80,952.500,336.500
109,0,80,80,80,924.500,325.500
110,0,82,82,82,908.500,312.500
111,0,83,83,83,935.500,353.500
112,0,81,81,81,958.500,367.500
113,0,80,80,80,986.500,368.500
114,0,81,81,81,873.500,304.500
115,0,83,83,83,852.500,324.500
116,0,82,82,82,836.500,307.500
117,0,81,81,81,841.500,289.500
118,0,81,81,81,828.500,263.500
119,0,81,81,81,809.500,263.500
120,0,81,81,81,790.500,276.500
121,0,80,80,80,801.500,304.500
122,0,81,81,81,756.500,253.500
123,0,83,83,83,741.500,273.500
124,0,83,83,83,724.500,273.500
125,0,81,81,81,710.500,263.500
126,0,84,84,84,680.500,245.500
127,0,79,79,79,624.500,235.500
128,0,82,82,82,623.500,201.500
129,0,80,80,80,660.500,275.500
130,0,84,84,84,593.500,278.500
131,0,80,80,80,555.500,287.500
132,0,82,82,82,539.500,257.500
133,0,82,82,82,475.500,233.500
134,0,84,84,84,507.500,296.500
135,0,81,81,81,467.500,289.500
136,0,83,83,83,443.500,266.500
137,0,83,83,83,425.500,277.500
138,0,81,81,81,399.500,270.500
139,0,81,81,81,436.500,306.500
140,0,81,81,81,398.500,324.500
141,0,81,81,81,368.500,297.500
142,0,81,81,81,312.500,283.500
143,0,81,81,81,302.500,242.500
144,0,81,81,81,309.500,301.500
145,0,82,82,82,298.500,325.500
146,0,82,82,82,292.500,381.500
147,0,79,79,79,248.500,335.500
148,0,79,79,79,261.500,278.500
149,0,79,79,79,242.500,231.500
150,0,79,79,79,201.500,222.500
151,0,75,75,75,168.500,208.500
152,0,68,68,68,119.500,228.500
153,0,80,80,80,83.500,215.500
154,0,80,80,80,56.500,229.500
155,0,80,80,80,34.500,259.500
156,0,77,77,77,84.500,261.500
157,0,80,80,80,131.500,276.500
158,0,78,78,78,175.500,270.500
159,0,80,80,80,162.500,303.500
160,0,79,79,79,171.500,332.500
161,0,79,79,79,206.500,300.500
162,0,80,80,80,196.500,350.500
163,0,82,82,82,217.500,366.500
164,0,79,79,79,135.500,322.500
165,0,76,76,76,93.500,322.500
166,0,81,81,81,66.500,296.500
167,0,82,82,82,37.500,305.500
168,0,84,84,84,4.500,311.500
169,0,79,79,79,8.500,357.500
170,0,75,75,75,47.500,352.500
171,0,77,77,77,51.500,396.500
172,0,79,79,79,108.500,367.500
173,0,81,81,81,117.500,400.500
174,0,80,80,80,167.500,402.500
175,0,82,82,82,219.500,399.500
176,0,82,82,82,240.500,398.500
177,0,82,82,82,342.500,334.500
178,0,81,81,81,356.500,371.500
179,0,79,79,79,399.500,353.500
180,0,84,84,84,434.500,339.500
181,0,80,80,80,498.500,341.500
182,0,83,83,83,529.500,325.500
183,0,82,82,82,568.500,333.500
184,0,81,81,81,619.500,306.500
185,0,82,82,82,612.500,350.500
186,0,83,83,83,651.500,355.500
187,0,76,76,76,712.500,318.500
188,0,82,82,82,696.500,349.500
189,0,80,80,80,762.500,348.500
190,0,80,80,80,802.500,372.500
191,0,85,85,85,805.500,339.500
192,0,80,80,80,851.500,386.500
193,0,82,82,82,874.500,363.500
194,0,84,84,84,917.500,393.500
195,0,81,81,81,885.500,389.500
196,0,80,80,80,954.500,423.500
197,0,84,84,84,991.500,441.500
198,0,79,79,79,947.500,466.500
199,0,79,79,79,925.500,464.500
200,0,80,80,80,891.500,478.500
201,0,79,79,79,865.500,466.500
202,0,79,79,79,823.500,449.500
203,0,80,80,80,815.500,416.500
204,0,82,82,82,644.500,379.500
205,0,81,81,81,629.500,398.500
206,0,83,83,83,649.500,448.500
207,0,45,45,45,705.500,462.500
208,0,81,81,81,745.500,476.500
209,0,85,85,85,781.500,476.500
210,0,84,84,84,797.500,501.500
211,0,82,82,82,819.500,519.500
212,0,82,82,82,872.500,511.500
213,0,81,81,81,877.500,555.500
214,0,84,84,84,860.500,565.500
215,0,84,84,84,911.500,565.500
216,0,84,84,84,930.500,544.500
217,0,83,83,83,927.500,521.500
218,0,81,81,81,917.500,502.500
219,0,82,82,82,982.500,513.500
220,0,80,80,80,974.500,488.500
221,0,78,78,78,990.500,563.500
222,0,83,83,83,964.500,610.500
223,0,77,77,77,995.500,599.500
224,0,82,82,82,982.500,636.500
225,0,80,80,80,995.500,663.500
226,0,73,73,73,991.500,709.500
227,0,82,82,82,941.500,667.500
228,0,80,80,80,914.500,705.500
229,0,80,80,80,922.500,635.500
230,0,86,86,86,890.500,636.500
231,0,82,82,82,876.500,649.500
232,0,81,81,81,872.500,702.500
233,0,81,81,81,828.500,670.500
234,0,84,84,84,828.500,649.500
235,0,82,82,82,818.500,618.500
236,0,79,79,79,812.500,582.500
237,0,51,51,51,797.500,552.500
238,0,83,83,83,769.500,517.500
239,0,82,82,82,777.500,570.500
240,0,84,84,84,719.500,589.500
241,0,83,83,83,735.500,604.500
242,0,81,81,81,747.500,648.500
243,0,80,80,80,746.500,691.500
244,0,79,79,79,682.500,687.500
245,0,80,80,80,710.500,645.500
246,0,82,82,82,682.500,616.500
247,0,81,81,81,647.500,639.500
248,0,81,81,81,659.500,568.500
249,0,82,82,82,625.500,560.500
250,0,79,79,79,667.500,515.500
251,0,85,85,85,603.500,515.500
252,0,75,75,75,591.500,514.500
253,0,83,83,83,601.500,462.500
254,0,82,82,82,552.500,454.500
255,0,82,82,82,524.500,418.500
256,0,81,81,81,550.500,388.500
257,0,82,82,82,543.500,364.500
258,0,83,83,83,468.500,388.500
259,0,81,81,81,467.500,420.500
260,0,81,81,81,481.500,477.500
261,0,85,85,85,451.500,459.500
262,0,82,82,82,441.500,506.500
263,0,83,83,83,463.500,522.500
264,0,82,82,82,447.500,553.500
265,0,84,84,84,468.500,559.500
266,0,81,81,81,416.500,574.500
267,0,80,80,80,385.500,608.500
268,0,78,78,78,440.500,610.500
269,0,81,81,81,518.500,604.500
270,0,85,85,85,577.500,558.500
271,0,82,82,82,554.500,520.500
272,0,80,80,80,608.500,593.500
273,0,81,81,81,582.500,618.500
274,0,80,80,80,554.500,630.500
275,0,81,81,81,521.500,659.500
276,0,79,79,79,566.500,664.500
277,0,80,80,80,604.500,671.500
278,0,83,83,83,644.500,676.500
279,0,82,82,82,648.500,715.500
280,0,84,84,84,604.500,723.500
281,0,80,80,80,565.500,702.500
282,0,85,85,85,546.500,727.500
283,0,81,81,81,512.500,720.500
284,0,81,81,81,492.500,679.500
285,0,83,83,83,458.500,677.500
286,0,82,82,82,488.500,624.500
287,0,82,82,82,471.500,730.500
288,0,81,81,81,420.500,710.500
289,0,80,80,80,389.500,708.500
290,0,79,79,79,409.500,666.500
291,0,79,79,79,377.500,650.500
292,0,81,81,81,353.500,631.500
293,0,79,79,79,340.500,630.500
294,0,81,81,81,312.500,625.500
295,0,78,78,78,293.500,610.500
296,0,80,80,80,276.500,621.500
297,0,81,81,81,750.500,382.500
298,0,81,81,81,358.500,716.500
299,0,84,84,84,322.500,724.500
300,0,80,80,80,303.500,679.500
301,0,81,81,81,270.500,702.500
302,0,79,79,79,273.500,675.500
303,0,79,79,79,247.500,660.500
304,0,81,81,81,233.500,646.500
305,0,79,79,79,204.500,707.500
306,0,81,81,81,178.500,685.500
307,0,82,82,82,159.500,660.500
308,0,81,81,81,127.500,662.500
309,0,82,82,82,114.500,682.500
310,0,80,80,80,89.500,675.500
311,0,77,77,77,59.500,711.500
312,0,78,78,78,42.500,726.500
313,0,78,78,78,26.500,652.500
314,0,78,78,78,45.500,629.500
315,0,80,80,80,135.500,619.500
316,0,80,80,80,175.500,623.500
317,0,80,80,80,131.500,581.500
318,0,82,82,82,167.500,545.500
319,0,81,81,81,183.500,549.500
320,0,80,80,80,215.500,527.500
321,0,82,82,82,185.500,474.500
322,0,80,80,80,134.500,495.500
323,0,80,80,80,100.500,521.500
324,0,80,80,80,81.500,535.500
325,0,76,76,76,36.500,574.500
326,0,78,78,78,16.500,588.500
327,0,77,77,77,9.500,547.500
328,0,77,77,77,41.500,523.500
329,0,78,78,78,37.500,475.500
330,0,80,80,80,71.500,480.500
331,0,75,75,75,93.500,453.500
332,0,76,76,76,44.500,438.500
333,0,82,82,82,168.500,430.500
334,0,78,78,78,14.500,483.500
335,0,82,82,82,354.500,413.500
336,0,81,81,81,269.500,416.500
337,0,83,83,83,226.500,475.500
338,0,82,82,82,277.500,459.500
339,0,79,79,79,272.500,508.500
340,0,76,76,76,235.500,569.500
341,0,75,75,75,211.500,633.500
342,0,80,80,80,262.500,727.500
343,0,80,80,80,388.500,484.500
344,0,80,80,80,328.500,473.500
345,0,79,79,79,404.500,423.500
346,0,81,81,81,394.500,542.500
347,0,75,75,75,302.500,561.500
348,0,77,77,77,786.500,717.500
349,0,83,83,83,867.500,429.500
